order_id,order_date,product_name,category,quantity,unit_price_inr,region,payment_mode,source_company,line_total_inr
B-01167,2023-04-14,MunchBox Biscuits 200 GM,Snacks,28,214.97,West Zone,Credit,Company B,6019.16
A-00027,2023-04-15,GoldTea Green Tea 100g,Beverages,24,109.26,South Zone,Credit,Company A,2622.24
A-00735,2023-04-15,PureBite Rice 5kg,Staples,48,199.98,East Zone,Card,Company A,9599.04
A-01059,2023-04-15,Sunrich Cooking Oil 1L,Edible Oils,24,642.63,North Zone,Cash,Company A,15423.12
A-00816,2023-04-15,CrunchTime Biscuits 200g,Snacks,14,451.43,South Zone,Card,Company A,6320.02
B-00932,2023-04-15,CleanPro Laundry Powder 1 KG,Home Care,3,335.32,West Zone,Credit,Company B,1005.96
A-01285,2023-04-15,CrunchTime Biscuits 200g,Snacks,38,115.65,East Zone,Credit,Company A,4394.7
A-00184,2023-04-15,PureBite Rice 5kg,Staples,7,181.56,South Zone,Credit,Company A,1270.92
A-01384,2023-04-16,CrunchTime Chips 150g,Snacks,43,520.41,South Zone,Card,Company A,22377.63
A-01055,2023-04-16,Sunrich Cooking Oil 5L,Edible Oils,44,435.68,North Zone,Card,Company A,19169.92
B-00072,2023-04-16,VITA Sunflower Oil 5 Litre,Edible Oils,26,356.07,North Zone,Card,Company B,9257.82
A-00950,2023-04-16,Sunrich Cooking Oil 5L,Edible Oils,9,831.06,South Zone,Credit,Company A,7479.54
A-00289,2023-04-16,PureBite Atta 5kg,Staples,46,149.45,North Zone,Credit,Company A,6874.7
A-00032,2023-04-16,Sunrich Cooking Oil 1L,Edible Oils,1,727.45,South Zone,Credit,Company A,727.45
B-00214,2023-04-17,MunchBox Biscuits 200 GM,Snacks,12,179.28,West Zone,Card,Company B,2151.36
B-01197,2023-04-17,CleanPro Laundry Powder 1 KG,Home Care,4,216.63,North Zone,Card,Company B,866.52
B-01086,2023-04-18,MunchBox Chips 150 GM,Snacks,36,541.16,North Zone,Credit,Company B,19481.76
A-01262,2023-04-18,CrunchTime Chips 150g,Snacks,42,679.79,Unknown,Card,Company A,28551.18
A-00616,2023-04-18,PureBite Rice 5kg,Staples,21,572.12,West Zone,Cash,Company A,12014.52
A-01063,2023-04-18,CrunchTime Chips 150g,Snacks,29,793.48,East Zone,Card,Company A,23010.92
A-00549,2023-04-18,GoldTea Green Tea 100g,Beverages,6,497.53,North Zone,UPI,Company A,2985.18
A-00977,2023-04-19,GoldTea Premium 250g,Beverages,16,247.82,West Zone,Card,Company A,3965.12
A-01297,2023-04-19,Sunrich Cooking Oil 5L,Edible Oils,21,519.92,West Zone,Cash,Company A,10918.32
A-01221,2023-04-19,Sunrich Cooking Oil 1L,Edible Oils,4,800.19,South Zone,Card,Company A,3200.76
B-00310,2023-04-20,MunchBox Biscuits 200 GM,Snacks,21,354.41,North Zone,Card,Company B,7442.61
A-00664,2023-04-20,SoftCare Shampoo 200ml,Personal Care,17,144.92,South Zone,Cash,Company A,2463.64
B-00813,2023-04-20,Chai Bliss Tea 250 GM,Beverages,13,391.76,South Zone,Credit,Company B,5092.88
A-01047,2023-04-20,PureBite Atta 5kg,Staples,4,108.38,East Zone,UPI,Company A,433.52
A-01423,2023-04-20,PureBite Atta 5kg,Staples,20,286.01,East Zone,Card,Company A,5720.2
A-00304,2023-04-20,FreshWash Detergent Powder 1kg,Home Care,34,693.17,North Zone,Cash,Company A,23567.78
B-01099,2023-04-20,VITA Sunflower Oil 5 Litre,Edible Oils,38,600.92,East Zone,Cash,Company B,22834.96
B-00418,2023-04-20,GlowUp Body Wash 250 ML,Personal Care,39,338.64,South Zone,Card,Company B,13206.96
A-00522,2023-04-20,SoftCare Body Wash 250ml,Personal Care,50,127.85,South Zone,UPI,Company A,6392.5
B-00839,2023-04-21,Chai Bliss Tea 250 GM,Beverages,34,254.81,South Zone,Card,Company B,8663.54
B-01093,2023-04-21,GlowUp Shampoo 200 ML,Personal Care,41,973.59,West Zone,UPI,Company B,39917.19
B-00797,2023-04-21,Chai Bliss Green Tea 100 GM,Beverages,13,450.69,East Zone,Card,Company B,5858.97
B-00976,2023-04-22,MunchBox Biscuits 200 GM,Snacks,4,314.57,South Zone,Credit,Company B,1258.28
A-00255,2023-04-22,GoldTea Green Tea 100g,Beverages,11,264.18,East Zone,Credit,Company A,2905.98
A-00647,2023-04-23,FreshWash Dish Soap 500ml,Home Care,38,660.52,West Zone,Card,Company A,25099.76
A-00176,2023-04-23,PureBite Rice 5kg,Staples,15,468.55,North Zone,Credit,Company A,7028.25
A-01126,2023-04-24,SoftCare Body Wash 250ml,Personal Care,36,240.57,North Zone,Cash,Company A,8660.52
B-00789,2023-04-24,Chai Bliss Tea 250 GM,Beverages,16,818.38,East Zone,Card,Company B,13094.08
B-00954,2023-04-24,WholeGrain Rice 5 KG,Staples,12,151.89,South Zone,Card,Company B,1822.68
A-01149,2023-04-24,CrunchTime Biscuits 200g,Snacks,23,625.56,North Zone,Cash,Company A,14387.88
B-01005,2023-04-24,CleanPro Laundry Powder 1 KG,Home Care,21,327.02,North Zone,Credit,Company B,6867.42
B-01188,2023-04-24,VITA Sunflower Oil 1 Litre,Edible Oils,2,381.8,West Zone,Card,Company B,763.6
A-00540,2023-04-24,FreshWash Dish Soap 500ml,Home Care,43,408.98,North Zone,UPI,Company A,17586.14
A-00299,2023-04-24,Sunrich Cooking Oil 5L,Edible Oils,20,480.83,East Zone,UPI,Company A,9616.6
B-00599,2023-04-24,VITA Sunflower Oil 5 Litre,Edible Oils,43,828.34,South Zone,UPI,Company B,35618.62
A-00703,2023-04-24,CrunchTime Chips 150g,Snacks,45,883.85,East Zone,Card,Company A,39773.25
A-00804,2023-04-25,GoldTea Premium 250g,Beverages,39,90.23,North Zone,Credit,Company A,3518.97
A-00166,2023-04-25,FreshWash Detergent Powder 1kg,Home Care,10,68.31,North Zone,Card,Company A,683.1
A-01045,2023-04-25,GoldTea Premium 250g,Beverages,14,785.37,North Zone,UPI,Company A,10995.18
A-01004,2023-04-25,CrunchTime Biscuits 200g,Snacks,47,148.96,South Zone,Card,Company A,7001.12
A-01196,2023-04-25,CrunchTime Biscuits 200g,Snacks,2,708.77,South Zone,UPI,Company A,1417.54
A-00563,2023-04-25,GoldTea Green Tea 100g,Beverages,11,489.82,South Zone,Card,Company A,5388.02
B-01079,2023-04-25,MunchBox Chips 150 GM,Snacks,47,273.9,South Zone,Credit,Company B,12873.3
B-00841,2023-04-25,Chai Bliss Tea 250 GM,Beverages,45,473.93,West Zone,UPI,Company B,21326.85
A-00356,2023-04-25,FreshWash Detergent Powder 1kg,Home Care,13,511.38,South Zone,UPI,Company A,6647.94
A-00403,2023-04-25,GoldTea Premium 250g,Beverages,44,61.0,South Zone,Cash,Company A,2684.0
A-00338,2023-04-26,Sunrich Cooking Oil 5L,Edible Oils,45,305.67,South Zone,UPI,Company A,13755.15
A-00642,2023-04-26,CrunchTime Biscuits 200g,Snacks,11,197.67,East Zone,Cash,Company A,2174.37
A-00965,2023-04-26,GoldTea Green Tea 100g,Beverages,25,554.0,East Zone,UPI,Company A,13850.0
A-01141,2023-04-26,CrunchTime Biscuits 200g,Snacks,49,47.5,West Zone,Credit,Company A,2327.5
A-00600,2023-04-27,PureBite Rice 5kg,Staples,16,56.61,North Zone,Cash,Company A,905.76
A-00359,2023-04-28,CrunchTime Biscuits 200g,Snacks,36,476.22,North Zone,Credit,Company A,17143.92
B-00783,2023-04-28,MunchBox Chips 150 GM,Snacks,33,156.87,West Zone,Cash,Company B,5176.71
A-01051,2023-04-28,SoftCare Body Wash 250ml,Personal Care,41,119.72,East Zone,Card,Company A,4908.52
A-01028,2023-04-29,SoftCare Body Wash 250ml,Personal Care,18,193.24,South Zone,Credit,Company A,3478.32
A-00834,2023-04-29,SoftCare Shampoo 200ml,Personal Care,33,554.43,West Zone,UPI,Company A,18296.19
A-01010,2023-04-29,CrunchTime Chips 150g,Snacks,20,105.36,South Zone,Credit,Company A,2107.2
B-00143,2023-04-29,GlowUp Shampoo 200 ML,Personal Care,33,959.48,South Zone,Cash,Company B,31662.84
A-01292,2023-04-29,CrunchTime Chips 150g,Snacks,47,516.13,East Zone,Credit,Company A,24258.11
A-01193,2023-04-29,Sunrich Cooking Oil 5L,Edible Oils,27,92.38,South Zone,Card,Company A,2494.26
A-00886,2023-04-30,GoldTea Premium 250g,Beverages,9,222.41,East Zone,UPI,Company A,2001.69
B-01094,2023-04-30,Chai Bliss Tea 250 GM,Beverages,44,339.47,West Zone,Card,Company B,14936.68
A-00621,2023-04-30,FreshWash Dish Soap 500ml,Home Care,30,875.7,North Zone,UPI,Company A,26271.0
A-00012,2023-04-30,SoftCare Body Wash 250ml,Personal Care,23,184.52,West Zone,Cash,Company A,4243.96
A-01191,2023-04-30,Sunrich Cooking Oil 5L,Edible Oils,5,812.57,East Zone,Card,Company A,4062.85
B-00301,2023-05-01,WholeGrain Rice 5 KG,Staples,14,234.89,West Zone,Credit,Company B,3288.46
A-00943,2023-05-01,SoftCare Body Wash 250ml,Personal Care,48,831.89,East Zone,Cash,Company A,39930.72
B-01130,2023-05-01,CleanPro Laundry Powder 1 KG,Home Care,3,684.75,North Zone,UPI,Company B,2054.25
A-00985,2023-05-01,GoldTea Green Tea 100g,Beverages,5,101.12,West Zone,Card,Company A,505.6
A-00502,2023-05-01,PureBite Rice 5kg,Staples,41,678.43,West Zone,Credit,Company A,27815.63
B-00880,2023-05-02,GlowUp Shampoo 200 ML,Personal Care,45,849.92,South Zone,Credit,Company B,38246.4
A-01407,2023-05-02,CrunchTime Biscuits 200g,Snacks,46,77.37,West Zone,Credit,Company A,3559.02
A-00552,2023-05-02,Sunrich Cooking Oil 1L,Edible Oils,46,263.76,South Zone,Credit,Company A,12132.96
A-00910,2023-05-02,FreshWash Dish Soap 500ml,Home Care,22,881.02,South Zone,Credit,Company A,19382.44
B-00877,2023-05-02,VITA Sunflower Oil 5 Litre,Edible Oils,39,663.17,North Zone,UPI,Company B,25863.63
A-00613,2023-05-03,SoftCare Body Wash 250ml,Personal Care,2,210.03,East Zone,Credit,Company A,420.06
A-01399,2023-05-03,GoldTea Green Tea 100g,Beverages,18,394.29,West Zone,Credit,Company A,7097.22
A-01155,2023-05-03,PureBite Atta 5kg,Staples,27,773.75,South Zone,Cash,Company A,20891.25
B-00160,2023-05-03,Chai Bliss Green Tea 100 GM,Beverages,50,416.66,South Zone,UPI,Company B,20833.0
B-00827,2023-05-03,GlowUp Body Wash 250 ML,Personal Care,27,919.64,East Zone,Cash,Company B,24830.28
A-00691,2023-05-03,FreshWash Dish Soap 500ml,Home Care,17,178.03,East Zone,Credit,Company A,3026.51
A-00244,2023-05-03,Sunrich Cooking Oil 5L,Edible Oils,39,590.26,North Zone,UPI,Company A,23020.14
B-00993,2023-05-03,Chai Bliss Green Tea 100 GM,Beverages,41,571.04,North Zone,UPI,Company B,23412.64
B-00139,2023-05-04,MunchBox Chips 150 GM,Snacks,15,471.44,East Zone,UPI,Company B,7071.6
B-00749,2023-05-04,CleanPro Dishwash Liquid 500 ML,Home Care,33,185.92,East Zone,Credit,Company B,6135.36
A-01162,2023-05-04,SoftCare Shampoo 200ml,Personal Care,6,445.67,East Zone,Card,Company A,2674.02
A-00036,2023-05-04,FreshWash Detergent Powder 1kg,Home Care,12,161.74,North Zone,UPI,Company A,1940.88
B-01049,2023-05-05,GlowUp Shampoo 200 ML,Personal Care,16,214.14,North Zone,Cash,Company B,3426.24
B-01059,2023-05-05,GlowUp Shampoo 200 ML,Personal Care,32,886.44,East Zone,UPI,Company B,28366.08
A-00117,2023-05-05,CrunchTime Chips 150g,Snacks,44,242.04,East Zone,UPI,Company A,10649.76
A-00499,2023-05-05,SoftCare Shampoo 200ml,Personal Care,34,737.44,East Zone,Credit,Company A,25072.96
A-00224,2023-05-05,Sunrich Cooking Oil 5L,Edible Oils,6,227.69,South Zone,Credit,Company A,1366.14
B-00884,2023-05-05,MunchBox Chips 150 GM,Snacks,30,828.34,West Zone,Credit,Company B,24850.2
B-00989,2023-05-05,VITA Sunflower Oil 5 Litre,Edible Oils,11,516.26,East Zone,Card,Company B,5678.86
B-00684,2023-05-06,GlowUp Shampoo 200 ML,Personal Care,46,432.43,North Zone,UPI,Company B,19891.78
A-00318,2023-05-06,CrunchTime Biscuits 200g,Snacks,14,147.94,North Zone,UPI,Company A,2071.16
B-00678,2023-05-06,MunchBox Chips 150 GM,Snacks,11,765.26,East Zone,Cash,Company B,8417.86
B-00075,2023-05-06,GlowUp Body Wash 250 ML,Personal Care,24,884.78,North Zone,Cash,Company B,21234.72
B-00165,2023-05-07,CleanPro Laundry Powder 1 KG,Home Care,34,312.08,West Zone,Cash,Company B,10610.72
B-00368,2023-05-07,GlowUp Shampoo 200 ML,Personal Care,35,331.17,East Zone,UPI,Company B,11590.95
B-00066,2023-05-07,GlowUp Body Wash 250 ML,Personal Care,34,206.67,West Zone,Credit,Company B,7026.78
B-00465,2023-05-07,WholeGrain Rice 5 KG,Staples,1,77.19,North Zone,Card,Company B,77.19
A-00858,2023-05-07,SoftCare Shampoo 200ml,Personal Care,22,363.45,North Zone,Credit,Company A,7995.9
B-01057,2023-05-07,WholeGrain Rice 5 KG,Staples,12,498.83,North Zone,Cash,Company B,5985.96
B-00424,2023-05-08,MunchBox Chips 150 GM,Snacks,34,486.38,East Zone,Credit,Company B,16536.92
B-00237,2023-05-08,Chai Bliss Tea 250 GM,Beverages,11,949.52,West Zone,UPI,Company B,10444.72
A-01266,2023-05-08,SoftCare Body Wash 250ml,Personal Care,15,697.07,West Zone,Card,Company A,10456.05
A-00706,2023-05-08,Sunrich Cooking Oil 5L,Edible Oils,38,725.29,South Zone,UPI,Company A,27561.02
A-01181,2023-05-09,PureBite Rice 5kg,Staples,46,138.3,North Zone,Credit,Company A,6361.8
B-00144,2023-05-09,VITA Sunflower Oil 1 Litre,Edible Oils,7,447.37,South Zone,UPI,Company B,3131.59
B-00324,2023-05-09,Chai Bliss Tea 250 GM,Beverages,25,394.25,North Zone,UPI,Company B,9856.25
A-00199,2023-05-09,SoftCare Shampoo 200ml,Personal Care,30,896.68,West Zone,UPI,Company A,26900.4
B-00990,2023-05-09,VITA Sunflower Oil 1 Litre,Edible Oils,6,863.2,South Zone,Card,Company B,5179.2
A-01464,2023-05-10,GoldTea Premium 250g,Beverages,28,484.53,West Zone,UPI,Company A,13566.84
B-01004,2023-05-10,VITA Sunflower Oil 5 Litre,Edible Oils,49,861.54,West Zone,UPI,Company B,42215.46
A-00529,2023-05-10,Sunrich Cooking Oil 5L,Edible Oils,7,548.45,South Zone,Credit,Company A,3839.15
A-00900,2023-05-10,PureBite Rice 5kg,Staples,47,77.7,North Zone,Credit,Company A,3651.9
B-00994,2023-05-10,MunchBox Biscuits 200 GM,Snacks,45,940.39,East Zone,Cash,Company B,42317.55
A-00331,2023-05-11,PureBite Atta 5kg,Staples,33,768.05,West Zone,Card,Company A,25345.65
B-00391,2023-05-11,MunchBox Chips 150 GM,Snacks,18,878.97,West Zone,Cash,Company B,15821.46
B-00561,2023-05-11,MunchBox Biscuits 200 GM,Snacks,21,759.45,North Zone,Cash,Company B,15948.45
B-00938,2023-05-12,GlowUp Body Wash 250 ML,Personal Care,49,161.85,South Zone,Card,Company B,7930.65
B-00004,2023-05-12,WholeGrain Rice 5 KG,Staples,21,795.14,South Zone,Credit,Company B,16697.94
A-01099,2023-05-12,GoldTea Premium 250g,Beverages,2,220.49,North Zone,Card,Company A,440.98
A-00809,2023-05-12,CrunchTime Chips 150g,Snacks,14,156.02,North Zone,Cash,Company A,2184.28
B-01081,2023-05-13,Chai Bliss Tea 250 GM,Beverages,8,966.95,North Zone,Card,Company B,7735.6
B-01150,2023-05-13,WholeGrain Rice 5 KG,Staples,24,673.13,North Zone,UPI,Company B,16155.12
B-01033,2023-05-14,GlowUp Shampoo 200 ML,Personal Care,29,177.62,North Zone,Cash,Company B,5150.98
B-00923,2023-05-14,MunchBox Biscuits 200 GM,Snacks,24,385.12,East Zone,UPI,Company B,9242.88
B-00322,2023-05-14,MunchBox Chips 150 GM,Snacks,39,724.59,East Zone,UPI,Company B,28259.01
A-01025,2023-05-14,FreshWash Dish Soap 500ml,Home Care,26,324.52,West Zone,Cash,Company A,8437.52
B-00598,2023-05-14,MunchBox Biscuits 200 GM,Snacks,37,434.92,East Zone,Credit,Company B,16092.04
A-00919,2023-05-14,SoftCare Body Wash 250ml,Personal Care,43,538.77,North Zone,Cash,Company A,23167.11
A-01218,2023-05-14,SoftCare Body Wash 250ml,Personal Care,16,400.72,North Zone,UPI,Company A,6411.52
A-00507,2023-05-15,PureBite Atta 5kg,Staples,25,795.65,West Zone,UPI,Company A,19891.25
A-01377,2023-05-15,CrunchTime Biscuits 200g,Snacks,27,485.11,East Zone,Credit,Company A,13097.97
A-00905,2023-05-15,FreshWash Detergent Powder 1kg,Home Care,50,480.52,West Zone,UPI,Company A,24026.0
A-00790,2023-05-15,FreshWash Detergent Powder 1kg,Home Care,13,444.19,East Zone,Credit,Company A,5774.47
A-00242,2023-05-15,Sunrich Cooking Oil 5L,Edible Oils,29,699.83,East Zone,Cash,Company A,20295.07
B-00587,2023-05-16,VITA Sunflower Oil 5 Litre,Edible Oils,27,146.91,East Zone,Card,Company B,3966.57
A-01460,2023-05-16,GoldTea Green Tea 100g,Beverages,16,872.66,East Zone,UPI,Company A,13962.56
A-00152,2023-05-17,SoftCare Shampoo 200ml,Personal Care,38,298.99,South Zone,UPI,Company A,11361.62
B-00483,2023-05-17,GlowUp Body Wash 250 ML,Personal Care,3,799.29,West Zone,Cash,Company B,2397.87
A-00070,2023-05-17,PureBite Atta 5kg,Staples,48,635.88,North Zone,Credit,Company A,30522.24
A-01296,2023-05-17,GoldTea Premium 250g,Beverages,5,631.24,North Zone,UPI,Company A,3156.2
B-00885,2023-05-18,VITA Sunflower Oil 5 Litre,Edible Oils,24,683.09,North Zone,Cash,Company B,16394.16
B-00870,2023-05-18,CleanPro Laundry Powder 1 KG,Home Care,12,555.27,East Zone,Card,Company B,6663.24
A-01188,2023-05-18,GoldTea Premium 250g,Beverages,43,165.53,South Zone,Card,Company A,7117.79
B-00830,2023-05-18,GlowUp Shampoo 200 ML,Personal Care,11,695.54,North Zone,Card,Company B,7650.94
B-00404,2023-05-18,Chai Bliss Green Tea 100 GM,Beverages,14,323.7,West Zone,Cash,Company B,4531.8
B-00596,2023-05-18,MunchBox Chips 150 GM,Snacks,3,272.24,East Zone,Cash,Company B,816.72
A-00619,2023-05-19,PureBite Rice 5kg,Staples,4,67.42,North Zone,Cash,Company A,269.68
A-01325,2023-05-19,FreshWash Detergent Powder 1kg,Home Care,36,770.86,North Zone,Card,Company A,27750.96
A-01006,2023-05-19,PureBite Atta 5kg,Staples,16,776.43,West Zone,UPI,Company A,12422.88
B-00133,2023-05-20,CleanPro Dishwash Liquid 500 ML,Home Care,39,951.18,West Zone,Credit,Company B,37096.02
A-01468,2023-05-21,CrunchTime Chips 150g,Snacks,37,781.42,East Zone,Cash,Company A,28912.54
B-01109,2023-05-21,VITA Sunflower Oil 1 Litre,Edible Oils,44,563.57,South Zone,Cash,Company B,24797.08
B-00281,2023-05-21,WholeGrain Rice 5 KG,Staples,36,53.95,West Zone,Credit,Company B,1942.2
B-00266,2023-05-21,GlowUp Shampoo 200 ML,Personal Care,13,333.66,West Zone,UPI,Company B,4337.58
B-00986,2023-05-22,WholeGrain Atta 5 KG,Staples,45,646.57,North Zone,Card,Company B,29095.65
A-01105,2023-05-22,Sunrich Cooking Oil 1L,Edible Oils,15,226.57,North Zone,Cash,Company A,3398.55
B-01162,2023-05-22,WholeGrain Rice 5 KG,Staples,19,917.98,East Zone,Cash,Company B,17441.62
A-00774,2023-05-22,GoldTea Premium 250g,Beverages,17,722.08,South Zone,Card,Company A,12275.36
A-01480,2023-05-22,CrunchTime Chips 150g,Snacks,22,733.92,West Zone,Credit,Company A,16146.24
B-00050,2023-05-22,CleanPro Dishwash Liquid 500 ML,Home Care,42,107.9,West Zone,Cash,Company B,4531.8
B-00860,2023-05-23,CleanPro Dishwash Liquid 500 ML,Home Care,12,942.05,South Zone,UPI,Company B,11304.6
A-01398,2023-05-23,SoftCare Body Wash 250ml,Personal Care,4,216.33,East Zone,Credit,Company A,865.32
B-00101,2023-05-23,CleanPro Dishwash Liquid 500 ML,Home Care,35,559.42,South Zone,Credit,Company B,19579.7
A-00860,2023-05-23,CrunchTime Chips 150g,Snacks,31,566.38,South Zone,UPI,Company A,17557.78
B-00367,2023-05-23,CleanPro Laundry Powder 1 KG,Home Care,16,698.03,East Zone,Cash,Company B,11168.48
A-00510,2023-05-23,Sunrich Cooking Oil 1L,Edible Oils,30,581.15,West Zone,UPI,Company A,17434.5
B-00253,2023-05-24,VITA Sunflower Oil 1 Litre,Edible Oils,44,911.34,South Zone,Cash,Company B,40098.96
A-00251,2023-05-24,CrunchTime Chips 150g,Snacks,24,804.29,West Zone,Cash,Company A,19302.96
A-00056,2023-05-24,GoldTea Green Tea 100g,Beverages,13,755.77,West Zone,UPI,Company A,9825.01
B-00998,2023-05-24,GlowUp Shampoo 200 ML,Personal Care,48,976.91,North Zone,Credit,Company B,46891.68
B-00630,2023-05-24,VITA Sunflower Oil 1 Litre,Edible Oils,35,913.83,South Zone,Card,Company B,31984.05
B-00782,2023-05-24,Chai Bliss Green Tea 100 GM,Beverages,15,574.36,South Zone,UPI,Company B,8615.4
B-00525,2023-05-24,CleanPro Dishwash Liquid 500 ML,Home Care,38,562.74,North Zone,Credit,Company B,21384.12
B-00331,2023-05-24,MunchBox Biscuits 200 GM,Snacks,22,780.2,East Zone,Credit,Company B,17164.4
B-00864,2023-05-24,Chai Bliss Green Tea 100 GM,Beverages,32,992.68,West Zone,Card,Company B,31765.76
A-00813,2023-05-25,CrunchTime Biscuits 200g,Snacks,26,201.61,East Zone,Credit,Company A,5241.86
A-00076,2023-05-25,PureBite Atta 5kg,Staples,29,388.66,West Zone,UPI,Company A,11271.14
B-00373,2023-05-25,GlowUp Body Wash 250 ML,Personal Care,31,433.26,West Zone,Cash,Company B,13431.06
A-01034,2023-05-25,SoftCare Body Wash 250ml,Personal Care,9,444.21,South Zone,UPI,Company A,3997.89
A-01314,2023-05-26,GoldTea Green Tea 100g,Beverages,13,719.23,North Zone,UPI,Company A,9349.99
A-00335,2023-05-26,PureBite Rice 5kg,Staples,20,154.72,South Zone,UPI,Company A,3094.4
A-00187,2023-05-26,PureBite Atta 5kg,Staples,19,438.42,Unknown,Credit,Company A,8329.98
B-00107,2023-05-26,MunchBox Biscuits 200 GM,Snacks,1,290.5,East Zone,UPI,Company B,290.5
A-00554,2023-05-26,FreshWash Dish Soap 500ml,Home Care,42,263.19,North Zone,Cash,Company A,11053.98
B-00201,2023-05-27,VITA Sunflower Oil 1 Litre,Edible Oils,13,986.04,North Zone,Card,Company B,12818.52
A-01393,2023-05-27,SoftCare Shampoo 200ml,Personal Care,31,455.1,North Zone,Cash,Company A,14108.1
A-01295,2023-05-27,GoldTea Premium 250g,Beverages,19,691.8,West Zone,UPI,Company A,13144.2
B-00091,2023-05-27,MunchBox Biscuits 200 GM,Snacks,14,955.33,South Zone,Card,Company B,13374.62
A-00204,2023-05-27,GoldTea Premium 250g,Beverages,17,563.05,South Zone,Card,Company A,9571.85
B-01077,2023-05-27,Chai Bliss Tea 250 GM,Beverages,19,418.32,East Zone,UPI,Company B,7948.08
A-01026,2023-05-27,FreshWash Dish Soap 500ml,Home Care,22,633.46,North Zone,UPI,Company A,13936.12
A-00767,2023-05-27,CrunchTime Biscuits 200g,Snacks,31,566.61,West Zone,Credit,Company A,17564.91
B-00038,2023-05-27,CleanPro Dishwash Liquid 500 ML,Home Care,11,850.75,East Zone,Card,Company B,9358.25
A-00373,2023-05-28,CrunchTime Chips 150g,Snacks,3,582.55,East Zone,Credit,Company A,1747.65
A-00004,2023-05-28,CrunchTime Biscuits 200g,Snacks,9,289.06,North Zone,UPI,Company A,2601.54
B-00372,2023-05-28,GlowUp Body Wash 250 ML,Personal Care,6,925.45,North Zone,Card,Company B,5552.7
A-01455,2023-05-28,SoftCare Body Wash 250ml,Personal Care,45,790.32,North Zone,Cash,Company A,35564.4
A-00379,2023-05-28,GoldTea Premium 250g,Beverages,11,544.64,East Zone,UPI,Company A,5991.04
A-00319,2023-05-29,Sunrich Cooking Oil 1L,Edible Oils,43,657.68,East Zone,Cash,Company A,28280.24
B-00833,2023-05-29,WholeGrain Rice 5 KG,Staples,32,364.37,North Zone,Card,Company B,11659.84
B-00951,2023-05-29,GlowUp Shampoo 200 ML,Personal Care,28,313.74,East Zone,Card,Company B,8784.72
A-00229,2023-05-29,SoftCare Body Wash 250ml,Personal Care,31,622.12,North Zone,UPI,Company A,19285.72
A-00683,2023-05-29,SoftCare Body Wash 250ml,Personal Care,8,79.84,East Zone,Cash,Company A,638.72
A-00918,2023-05-29,PureBite Rice 5kg,Staples,46,715.51,North Zone,Credit,Company A,32913.46
B-00464,2023-05-29,VITA Sunflower Oil 1 Litre,Edible Oils,25,97.11,South Zone,Credit,Company B,2427.75
B-00468,2023-05-29,Chai Bliss Tea 250 GM,Beverages,50,307.1,South Zone,Card,Company B,15355.0
B-00380,2023-05-30,CleanPro Laundry Powder 1 KG,Home Care,44,371.84,East Zone,UPI,Company B,16360.96
B-00344,2023-05-30,MunchBox Chips 150 GM,Snacks,12,323.7,North Zone,UPI,Company B,3884.4
B-00283,2023-05-30,WholeGrain Atta 5 KG,Staples,49,88.81,North Zone,UPI,Company B,4351.69
A-00016,2023-05-30,FreshWash Detergent Powder 1kg,Home Care,17,282.46,West Zone,UPI,Company A,4801.82
B-00980,2023-05-30,CleanPro Laundry Powder 1 KG,Home Care,10,357.73,North Zone,Card,Company B,3577.3
B-00347,2023-05-30,CleanPro Dishwash Liquid 500 ML,Home Care,50,490.53,North Zone,Credit,Company B,24526.5
B-00111,2023-05-30,WholeGrain Rice 5 KG,Staples,32,605.07,West Zone,Card,Company B,19362.24
A-00479,2023-05-30,SoftCare Shampoo 200ml,Personal Care,39,297.53,East Zone,Card,Company A,11603.67
A-01076,2023-05-30,Sunrich Cooking Oil 5L,Edible Oils,4,347.75,North Zone,Credit,Company A,1391.0
A-00031,2023-05-30,CrunchTime Chips 150g,Snacks,30,733.59,West Zone,UPI,Company A,22007.7
B-00607,2023-05-31,MunchBox Chips 150 GM,Snacks,47,904.7,West Zone,UPI,Company B,42520.9
B-01151,2023-05-31,GlowUp Body Wash 250 ML,Personal Care,47,444.88,South Zone,UPI,Company B,20909.36
B-00469,2023-05-31,VITA Sunflower Oil 5 Litre,Edible Oils,40,867.35,South Zone,UPI,Company B,34694.0
B-00121,2023-05-31,CleanPro Laundry Powder 1 KG,Home Care,13,117.03,West Zone,Cash,Company B,1521.39
B-00128,2023-05-31,MunchBox Chips 150 GM,Snacks,47,883.95,North Zone,Cash,Company B,41545.65
B-00219,2023-05-31,CleanPro Laundry Powder 1 KG,Home Care,28,917.98,North Zone,Credit,Company B,25703.44
A-00672,2023-06-01,GoldTea Green Tea 100g,Beverages,43,380.5,North Zone,Card,Company A,16361.5
B-00516,2023-06-02,CleanPro Laundry Powder 1 KG,Home Care,7,901.38,East Zone,Cash,Company B,6309.66
B-00208,2023-06-02,MunchBox Chips 150 GM,Snacks,3,983.55,East Zone,Card,Company B,2950.65
A-00624,2023-06-02,CrunchTime Biscuits 200g,Snacks,31,740.16,East Zone,UPI,Company A,22944.96
A-00952,2023-06-02,FreshWash Detergent Powder 1kg,Home Care,25,496.88,South Zone,Credit,Company A,12422.0
A-00955,2023-06-02,PureBite Rice 5kg,Staples,32,514.63,North Zone,UPI,Company A,16468.16
