order_id,order_date,product_name,category,quantity,unit_price_inr,region,payment_mode
A-00299,2023-04-24,Sunrich Cooking Oil 5L,Edible Oils,20,480.83,East Zone,UPI
A-00300,2023-10-24,SoftCare Shampoo 200ml,Personal Care,41,174.5,South Zone,Card
A-00301,2023-02-13,CrunchTime Chips 150g,Snacks,39,131.69,West Zone,Cash
A-00302,2023-11-08,PureBite Rice 5kg,Staples,36,43.37,West Zone,Cash
A-00303,2023-09-30,FreshWash Dish Soap 500ml,Home Care,12,468.16,South Zone,Card
A-00304,2023-04-20,FreshWash Detergent Powder 1kg,Home Care,34,693.17,North Zone,Cash
A-00305,2023-03-05,SoftCare Body Wash 250ml,Personal Care,30,567.18,North Zone,UPI
A-00306,2023-04-12,GoldTea Premium 250g,Beverages,11,68.29,North Zone,UPI
A-00307,2024-02-10,Sunrich Cooking Oil 1L,Edible Oils,4,229.24,North Zone,Credit
A-00308,2023-06-27,FreshWash Dish Soap 500ml,Home Care,3,177.09,East Zone,Cash
A-00309,2024-05-22,GoldTea Premium 250g,Beverages,27,558.2,North Zone,Card
A-00310,2024-02-13,CrunchTime Chips 150g,Snacks,15,395.61,West Zone,Cash
A-00311,2023-07-11,FreshWash Detergent Powder 1kg,Home Care,11,348.22,North Zone,UPI
A-00312,2023-12-10,GoldTea Green Tea 100g,Beverages,35,789.48,West Zone,Cash
A-00313,2023-07-15,GoldTea Green Tea 100g,Beverages,36,250.64,West Zone,UPI
A-00314,2023-06-09,GoldTea Premium 250g,Beverages,43,61.74,South Zone,Card
A-00315,2023-09-03,FreshWash Detergent Powder 1kg,Home Care,36,421.25,South Zone,UPI
A-00316,2023-08-02,SoftCare Shampoo 200ml,Personal Care,41,864.23,East Zone,Credit
A-00317,2023-09-25,SoftCare Body Wash 250ml,Personal Care,44,152.61,West Zone,UPI
A-00318,2023-05-06,CrunchTime Biscuits 200g,Snacks,14,147.94,North Zone,UPI
A-00319,2023-05-29,Sunrich Cooking Oil 1L,Edible Oils,43,657.68,East Zone,Cash
A-00320,2023-11-25,FreshWash Detergent Powder 1kg,Home Care,50,771.86,South Zone,Cash
A-00321,2023-03-09,CrunchTime Biscuits 200g,Snacks,49,295.38,East Zone,Cash
A-00322,2024-02-18,PureBite Rice 5kg,Staples,26,282.83,West Zone,Card
A-00323,2023-12-26,GoldTea Green Tea 100g,Beverages,44,727.48,West Zone,Cash
A-00324,2023-04-11,FreshWash Dish Soap 500ml,Home Care,26,342.82,South Zone,UPI
A-00325,2023-02-11,PureBite Rice 5kg,Staples,15,652.82,West Zone,Cash
A-00326,2023-02-10,GoldTea Premium 250g,Beverages,10,367.44,East Zone,Card
A-00327,2024-03-21,SoftCare Body Wash 250ml,Personal Care,46,487.87,East Zone,Cash
A-00328,2023-02-18,PureBite Atta 5kg,Staples,19,814.92,South Zone,Cash
A-00329,2024-03-03,GoldTea Green Tea 100g,Beverages,48,825.74,West Zone,Card
A-00330,2024-05-30,SoftCare Shampoo 200ml,Personal Care,29,839.98,West Zone,Cash
A-00331,2023-05-11,PureBite Atta 5kg,Staples,33,768.05,West Zone,Card
A-00332,2023-06-17,CrunchTime Biscuits 200g,Snacks,17,190.1,South Zone,UPI
A-00333,2023-07-26,GoldTea Green Tea 100g,Beverages,23,394.01,East Zone,Card
A-00334,2023-09-05,PureBite Atta 5kg,Staples,31,244.57,North Zone,Credit
A-00335,2023-05-26,PureBite Rice 5kg,Staples,20,154.72,South Zone,UPI
A-00336,2023-06-08,SoftCare Shampoo 200ml,Personal Care,49,849.45,West Zone,Credit
A-00337,2023-07-31,GoldTea Premium 250g,Beverages,1,350.01,North Zone,Cash
A-00338,2023-04-26,Sunrich Cooking Oil 5L,Edible Oils,45,305.67,South Zone,UPI
A-00339,2023-02-16,GoldTea Premium 250g,Beverages,11,519.48,North Zone,Credit
A-00340,2023-09-28,Sunrich Cooking Oil 5L,Edible Oils,48,656.74,North Zone,Credit
A-00341,2023-04-04,CrunchTime Biscuits 200g,Snacks,21,47.14,East Zone,UPI
A-00342,2024-02-09,PureBite Rice 5kg,Staples,2,61.75,South Zone,UPI
A-00343,2023-11-14,CrunchTime Biscuits 200g,Snacks,44,184.87,East Zone,Credit
A-00344,2024-01-14,GoldTea Green Tea 100g,Beverages,15,356.93,East Zone,Card
A-00345,2023-02-21,PureBite Atta 5kg,Staples,46,386.77,South Zone,Credit
A-00346,2023-03-24,GoldTea Premium 250g,Beverages,39,539.76,South Zone,Card
A-00347,2024-03-26,SoftCare Shampoo 200ml,Personal Care,6,881.97,West Zone,Card
A-00348,2024-06-07,Sunrich Cooking Oil 1L,Edible Oils,40,775.58,West Zone,Card
A-00349,2023-12-13,CrunchTime Biscuits 200g,Snacks,46,402.24,,Credit
A-00350,2023-10-30,FreshWash Detergent Powder 1kg,Home Care,47,181.44,North Zone,Credit
A-00351,2023-11-28,CrunchTime Chips 150g,Snacks,13,443.2,West Zone,Credit
A-00352,2023-03-25,FreshWash Detergent Powder 1kg,Home Care,26,867.16,North Zone,UPI
A-00353,2024-05-07,CrunchTime Chips 150g,Snacks,27,859.42,South Zone,UPI
A-00354,2023-08-16,PureBite Atta 5kg,Staples,2,769.37,West Zone,Cash
A-00355,2024-01-04,CrunchTime Biscuits 200g,Snacks,38,851.13,South Zone,Credit
A-00356,2023-04-25,FreshWash Detergent Powder 1kg,Home Care,13,511.38,South Zone,UPI
A-00357,2023-08-21,PureBite Atta 5kg,Staples,17,649.82,West Zone,Card
A-00358,2023-03-24,PureBite Rice 5kg,Staples,33,821.96,West Zone,Cash
A-00359,2023-04-28,CrunchTime Biscuits 200g,Snacks,36,476.22,North Zone,Credit
A-00360,2023-04-06,FreshWash Detergent Powder 1kg,Home Care,13,524.21,South Zone,UPI
A-00361,2023-01-16,FreshWash Dish Soap 500ml,Home Care,4,360.22,South Zone,Credit
A-00362,2023-07-26,SoftCare Shampoo 200ml,Personal Care,6,574.21,North Zone,UPI
A-00363,2023-01-12,GoldTea Green Tea 100g,Beverages,49,673.02,East Zone,Cash
A-00364,2023-02-14,CrunchTime Biscuits 200g,Snacks,23,660.73,East Zone,Cash
A-00365,2023-09-06,CrunchTime Chips 150g,Snacks,8,69.37,East Zone,UPI
A-00366,2023-01-22,CrunchTime Chips 150g,Snacks,29,137.68,West Zone,Cash
A-00367,2024-01-25,FreshWash Detergent Powder 1kg,Home Care,36,840.75,South Zone,UPI
A-00368,2023-12-17,GoldTea Premium 250g,Beverages,29,51.87,South Zone,Credit
A-00369,2024-02-06,Sunrich Cooking Oil 1L,Edible Oils,5,196.77,West Zone,Card
A-00370,2024-01-05,FreshWash Dish Soap 500ml,Home Care,40,484.62,East Zone,Card
A-00371,2024-01-05,CrunchTime Chips 150g,Snacks,3,221.79,West Zone,UPI
A-00372,2024-05-10,GoldTea Green Tea 100g,Beverages,21,45.15,East Zone,Card
A-00373,2023-05-28,CrunchTime Chips 150g,Snacks,3,582.55,East Zone,Credit
A-00374,2024-06-24,GoldTea Premium 250g,Beverages,23,529.31,South Zone,Cash
A-00375,2023-04-12,Sunrich Cooking Oil 5L,Edible Oils,13,705.9,East Zone,UPI
A-00376,2023-12-16,FreshWash Detergent Powder 1kg,Home Care,44,101.95,East Zone,Card
A-00377,2023-12-12,SoftCare Shampoo 200ml,Personal Care,22,91.99,East Zone,Credit
A-00378,2023-07-30,FreshWash Dish Soap 500ml,Home Care,23,169.7,North Zone,Credit
A-00379,2023-05-28,GoldTea Premium 250g,Beverages,11,544.64,East Zone,UPI
A-00380,2023-07-14,PureBite Atta 5kg,Staples,22,103.21,North Zone,Card
A-00381,2024-03-14,SoftCare Body Wash 250ml,Personal Care,23,874.68,North Zone,Credit
A-00382,2023-06-18,GoldTea Premium 250g,Beverages,35,59.84,East Zone,Card
A-00383,2023-10-17,SoftCare Shampoo 200ml,Personal Care,29,212.3,North Zone,Card
A-00384,2023-03-17,FreshWash Detergent Powder 1kg,Home Care,39,81.8,,Card
A-00385,2023-01-29,PureBite Atta 5kg,Staples,1,590.31,South Zone,UPI
A-00386,2023-12-12,PureBite Atta 5kg,Staples,32,388.57,South Zone,Cash
A-00387,2024-05-21,Sunrich Cooking Oil 5L,Edible Oils,41,567.0,West Zone,UPI
A-00388,2023-11-17,Sunrich Cooking Oil 1L,Edible Oils,21,525.16,North Zone,Credit
A-00389,2023-06-09,GoldTea Green Tea 100g,Beverages,11,120.37,South Zone,Card
A-00390,2023-06-07,GoldTea Green Tea 100g,Beverages,24,403.98,East Zone,Card
A-00391,2023-11-13,PureBite Rice 5kg,Staples,31,696.45,West Zone,UPI
A-00392,2024-05-02,GoldTea Premium 250g,Beverages,9,257.51,North Zone,UPI
A-00393,2023-01-29,SoftCare Shampoo 200ml,Personal Care,49,882.01,South Zone,Cash
A-00394,2024-01-10,CrunchTime Biscuits 200g,Snacks,50,196.36,South Zone,Card
A-00395,2023-09-06,FreshWash Detergent Powder 1kg,Home Care,34,64.98,West Zone,Credit
A-00396,2023-01-28,SoftCare Shampoo 200ml,Personal Care,30,222.4,North Zone,Cash
A-00397,2023-03-03,SoftCare Shampoo 200ml,Personal Care,44,783.09,South Zone,Credit
A-00398,2023-02-01,PureBite Atta 5kg,Staples,41,779.89,East Zone,Cash
A-00399,2024-03-11,FreshWash Dish Soap 500ml,Home Care,23,214.76,East Zone,UPI
A-00400,2023-10-01,CrunchTime Chips 150g,Snacks,11,450.54,South Zone,UPI
A-00401,2024-04-08,SoftCare Body Wash 250ml,Personal Care,16,178.97,South Zone,Cash
A-00402,2024-03-25,PureBite Rice 5kg,Staples,24,79.72,South Zone,Credit
A-00403,2023-04-25,GoldTea Premium 250g,Beverages,44,61.0,South Zone,Cash
A-00404,2023-06-22,CrunchTime Biscuits 200g,Snacks,48,342.44,West Zone,Credit
A-00405,2023-12-10,PureBite Atta 5kg,Staples,46,381.14,North Zone,Card
A-00406,2023-08-26,Sunrich Cooking Oil 1L,Edible Oils,3,155.96,West Zone,Cash
A-00407,2023-05-04,GoldTea Green Tea 100g,Beverages,,795.57,West Zone,Card
A-00408,2024-05-27,FreshWash Dish Soap 500ml,Home Care,44,504.78,North Zone,UPI
A-00409,2023-08-18,Sunrich Cooking Oil 5L,Edible Oils,23,874.62,North Zone,UPI
A-00410,2023-07-21,GoldTea Premium 250g,Beverages,5,871.04,North Zone,Credit
A-00411,2023-02-12,GoldTea Premium 250g,Beverages,1,320.11,West Zone,UPI
A-00412,2024-03-08,PureBite Rice 5kg,Staples,46,270.99,East Zone,Credit
A-00413,2023-01-06,SoftCare Shampoo 200ml,Personal Care,27,731.23,South Zone,UPI
A-00414,2023-03-30,FreshWash Dish Soap 500ml,Home Care,13,610.55,North Zone,Cash
A-00415,2023-11-20,PureBite Atta 5kg,Staples,42,420.49,West Zone,Cash
A-00416,2024-01-25,SoftCare Body Wash 250ml,Personal Care,33,334.43,South Zone,Credit
A-00417,2023-11-26,CrunchTime Biscuits 200g,Snacks,18,567.02,North Zone,Card
A-00418,2023-12-23,GoldTea Premium 250g,Beverages,31,777.63,West Zone,Card
A-00419,2024-06-24,CrunchTime Biscuits 200g,Snacks,24,490.58,South Zone,UPI
A-00420,2023-02-14,PureBite Atta 5kg,Staples,30,192.83,East Zone,Credit
A-00421,2023-09-15,SoftCare Shampoo 200ml,Personal Care,8,392.62,West Zone,Cash
A-00422,2023-04-01,CrunchTime Biscuits 200g,Snacks,34,300.06,East Zone,Credit
A-00423,2023-06-28,Sunrich Cooking Oil 5L,Edible Oils,29,585.79,South Zone,Cash
A-00424,2024-01-15,CrunchTime Biscuits 200g,Snacks,43,244.36,East Zone,Credit
A-00425,2023-07-02,Sunrich Cooking Oil 1L,Edible Oils,37,263.31,East Zone,UPI
A-00426,2024-05-20,GoldTea Premium 250g,Beverages,29,118.54,North Zone,Card
A-00427,2023-02-14,GoldTea Premium 250g,Beverages,40,711.71,West Zone,Credit
A-00428,2023-09-20,GoldTea Premium 250g,Beverages,27,410.63,East Zone,Card
A-00429,2024-01-17,CrunchTime Chips 150g,Snacks,13,880.81,North Zone,Card
A-00430,2024-02-29,SoftCare Body Wash 250ml,Personal Care,25,378.2,West Zone,Cash
A-00431,2024-02-29,SoftCare Body Wash 250ml,Personal Care,45,762.04,West Zone,Card
A-00432,2023-01-10,SoftCare Body Wash 250ml,Personal Care,9,480.14,South Zone,Card
A-00433,2024-02-01,PureBite Atta 5kg,Staples,19,516.31,West Zone,Cash
A-00434,2023-04-01,CrunchTime Chips 150g,Snacks,1,127.47,South Zone,Credit
A-00435,2023-02-26,PureBite Rice 5kg,Staples,22,455.2,West Zone,Card
A-00436,2023-07-14,PureBite Atta 5kg,Staples,10,315.62,North Zone,Card
A-00437,2023-09-19,GoldTea Premium 250g,Beverages,6,309.21,East Zone,Credit
A-00438,2024-01-25,Sunrich Cooking Oil 1L,Edible Oils,20,301.86,West Zone,UPI
A-00439,2024-04-20,FreshWash Dish Soap 500ml,Home Care,35,600.94,West Zone,Card
A-00440,2023-02-22,FreshWash Dish Soap 500ml,Home Care,30,830.67,East Zone,Cash
A-00441,2023-08-13,CrunchTime Chips 150g,Snacks,21,70.37,West Zone,UPI
A-00442,2024-03-31,CrunchTime Chips 150g,Snacks,40,430.97,South Zone,Card
A-00443,2023-03-15,PureBite Atta 5kg,Staples,8,82.11,West Zone,Card
A-00444,2023-10-29,PureBite Rice 5kg,Staples,11,468.47,South Zone,Card
A-00445,2023-04-08,FreshWash Dish Soap 500ml,Home Care,34,126.74,South Zone,Cash
A-00446,2024-03-29,PureBite Atta 5kg,Staples,17,647.34,West Zone,Card
A-00447,2024-04-02,FreshWash Detergent Powder 1kg,Home Care,3,177.72,East Zone,Card
A-00448,2023-11-13,PureBite Rice 5kg,Staples,36,658.65,East Zone,UPI
A-00449,2023-02-03,PureBite Atta 5kg,Staples,15,376.69,East Zone,Credit
A-00450,2023-07-22,PureBite Atta 5kg,Staples,35,637.01,West Zone,Card
A-00451,2023-12-27,PureBite Atta 5kg,Staples,26,138.36,North Zone,Card
A-00452,2023-12-23,CrunchTime Biscuits 200g,Snacks,5,290.05,North Zone,Credit
A-00453,2023-11-07,FreshWash Dish Soap 500ml,Home Care,32,280.8,North Zone,Card
A-00454,2023-02-03,FreshWash Dish Soap 500ml,Home Care,38,835.16,North Zone,Cash
A-00455,2023-12-08,PureBite Atta 5kg,Staples,20,83.05,East Zone,Credit
A-00456,2023-11-02,GoldTea Green Tea 100g,Beverages,12,134.3,North Zone,Credit
A-00457,2023-02-06,FreshWash Detergent Powder 1kg,Home Care,39,378.21,North Zone,Cash
A-00458,2023-12-28,PureBite Atta 5kg,Staples,45,153.49,North Zone,UPI
A-00459,2023-04-03,GoldTea Green Tea 100g,Beverages,11,609.96,East Zone,Cash
A-00460,2023-04-07,SoftCare Body Wash 250ml,Personal Care,20,168.17,North Zone,Card
A-00461,2024-04-24,CrunchTime Biscuits 200g,Snacks,35,141.12,South Zone,Card
A-00462,2023-10-18,GoldTea Premium 250g,Beverages,24,856.48,West Zone,Card
A-00463,2023-04-08,PureBite Rice 5kg,Staples,35,471.54,North Zone,Cash
A-00464,2023-08-23,PureBite Rice 5kg,Staples,37,221.41,North Zone,Card
A-00465,2024-06-14,Sunrich Cooking Oil 1L,Edible Oils,28,378.21,North Zone,UPI
A-00466,2023-09-07,PureBite Atta 5kg,Staples,38,227.16,North Zone,Card
A-00467,2023-06-28,Sunrich Cooking Oil 5L,Edible Oils,3,224.81,East Zone,UPI
A-00468,2024-02-26,CrunchTime Chips 150g,Snacks,12,49.26,West Zone,Cash
A-00469,2023-06-04,PureBite Rice 5kg,Staples,33,623.77,East Zone,Card
A-00470,2023-03-10,PureBite Atta 5kg,Staples,22,649.39,North Zone,Credit
A-00471,2023-03-06,GoldTea Green Tea 100g,Beverages,5,686.26,South Zone,Cash
A-00472,2023-12-24,Sunrich Cooking Oil 5L,Edible Oils,42,657.0,South Zone,Credit
A-00473,2023-11-07,FreshWash Detergent Powder 1kg,Home Care,17,752.45,North Zone,Credit
A-00474,2024-06-09,CrunchTime Chips 150g,Snacks,11,414.38,East Zone,Cash
A-00475,2023-08-26,GoldTea Premium 250g,Beverages,49,761.0,South Zone,Card
A-00476,2023-02-21,SoftCare Body Wash 250ml,Personal Care,37,820.98,West Zone,Credit
A-00477,2023-03-31,GoldTea Green Tea 100g,Beverages,25,389.37,South Zone,UPI
A-00478,2024-05-15,SoftCare Shampoo 200ml,Personal Care,20,43.87,North Zone,Cash
A-00479,2023-05-30,SoftCare Shampoo 200ml,Personal Care,39,297.53,East Zone,Card
A-00480,2023-12-10,SoftCare Body Wash 250ml,Personal Care,40,68.01,North Zone,UPI
A-00481,2023-09-05,SoftCare Shampoo 200ml,Personal Care,43,502.83,North Zone,Card
A-00482,2023-06-04,FreshWash Detergent Powder 1kg,Home Care,25,273.47,East Zone,Card
A-00483,2023-11-23,CrunchTime Chips 150g,Snacks,,305.37,South Zone,Card
A-00484,2024-04-10,FreshWash Detergent Powder 1kg,Home Care,7,852.7,East Zone,UPI
A-00485,2024-01-21,PureBite Rice 5kg,Staples,49,481.93,South Zone,UPI
A-00486,2023-10-30,CrunchTime Chips 150g,Snacks,22,421.92,East Zone,UPI
A-00487,2023-03-03,SoftCare Shampoo 200ml,Personal Care,34,735.46,West Zone,Credit
A-00488,2024-01-22,Sunrich Cooking Oil 1L,Edible Oils,44,142.39,West Zone,UPI
A-00489,2023-02-05,PureBite Rice 5kg,Staples,39,684.84,East Zone,Credit
A-00490,2024-06-04,GoldTea Premium 250g,Beverages,10,201.39,North Zone,Credit
A-00491,2023-10-26,GoldTea Premium 250g,Beverages,41,695.71,North Zone,Credit
A-00492,2024-05-19,Sunrich Cooking Oil 5L,Edible Oils,44,589.92,East Zone,UPI
A-00493,2023-12-22,SoftCare Body Wash 250ml,Personal Care,4,722.55,South Zone,Card
A-00494,2023-06-24,FreshWash Detergent Powder 1kg,Home Care,20,674.98,East Zone,Cash
A-00495,2023-11-13,GoldTea Green Tea 100g,Beverages,45,200.95,West Zone,Card
A-00496,2024-01-06,SoftCare Shampoo 200ml,Personal Care,7,626.14,West Zone,UPI
A-00497,2024-04-06,GoldTea Premium 250g,Beverages,8,215.42,West Zone,Card
A-00498,2024-04-26,FreshWash Detergent Powder 1kg,Home Care,18,691.09,West Zone,Cash
A-00499,2023-05-05,SoftCare Shampoo 200ml,Personal Care,34,737.44,East Zone,Credit
A-00500,2024-01-04,PureBite Rice 5kg,Staples,37,302.8,East Zone,Card
A-00501,2024-02-27,Sunrich Cooking Oil 5L,Edible Oils,49,558.37,North Zone,UPI
A-00502,2023-05-01,PureBite Rice 5kg,Staples,41,678.43,West Zone,Credit
A-00503,2023-12-11,GoldTea Green Tea 100g,Beverages,26,377.61,East Zone,Card
A-00504,2023-10-23,PureBite Rice 5kg,Staples,34,395.73,South Zone,Card
A-00505,2023-08-30,SoftCare Shampoo 200ml,Personal Care,5,471.84,West Zone,Credit
A-00506,2023-09-02,PureBite Atta 5kg,Staples,9,169.99,North Zone,UPI
A-00507,2023-05-15,PureBite Atta 5kg,Staples,25,795.65,West Zone,UPI
A-00508,2023-08-07,CrunchTime Chips 150g,Snacks,33,274.8,South Zone,UPI
A-00509,2024-06-13,Sunrich Cooking Oil 5L,Edible Oils,24,60.05,North Zone,Cash
A-00510,2023-05-23,Sunrich Cooking Oil 1L,Edible Oils,30,581.15,West Zone,UPI
A-00511,2023-02-03,CrunchTime Chips 150g,Snacks,36,552.28,North Zone,Credit
A-00512,2024-06-27,PureBite Atta 5kg,Staples,22,869.66,South Zone,Card
A-00513,2023-02-01,GoldTea Premium 250g,Beverages,37,501.88,South Zone,Card
A-00514,2023-10-08,SoftCare Shampoo 200ml,Personal Care,24,94.23,North Zone,Cash
A-00515,2023-02-26,CrunchTime Chips 150g,Snacks,27,234.6,East Zone,UPI
A-00516,2024-03-17,PureBite Atta 5kg,Staples,31,535.02,West Zone,Credit
A-00517,2023-07-18,Sunrich Cooking Oil 5L,Edible Oils,26,182.39,North Zone,Cash
A-00518,2023-09-29,PureBite Rice 5kg,Staples,48,209.19,South Zone,UPI
A-00519,2023-01-17,PureBite Rice 5kg,Staples,47,567.27,North Zone,UPI
A-00520,2023-09-28,PureBite Atta 5kg,Staples,47,682.74,East Zone,Card
A-00521,2023-06-29,GoldTea Green Tea 100g,Beverages,20,130.52,East Zone,Credit
A-00522,2023-04-20,SoftCare Body Wash 250ml,Personal Care,50,127.85,South Zone,UPI
A-00523,2024-05-02,Sunrich Cooking Oil 5L,Edible Oils,22,723.48,South Zone,Cash
A-00524,2023-01-22,SoftCare Shampoo 200ml,Personal Care,14,344.28,South Zone,UPI
A-00525,2024-01-29,SoftCare Shampoo 200ml,Personal Care,50,669.87,South Zone,Credit
A-00526,2024-01-24,FreshWash Dish Soap 500ml,Home Care,47,543.4,North Zone,Cash
A-00527,2023-07-28,Sunrich Cooking Oil 5L,Edible Oils,30,711.12,North Zone,UPI
A-00528,2023-07-30,SoftCare Body Wash 250ml,Personal Care,32,701.28,North Zone,Card
A-00529,2023-05-10,Sunrich Cooking Oil 5L,Edible Oils,7,548.45,South Zone,Credit
A-00530,2024-03-26,PureBite Atta 5kg,Staples,44,648.01,North Zone,Cash
A-00531,2023-09-03,PureBite Atta 5kg,Staples,44,781.22,West Zone,Credit
A-00532,2023-09-02,SoftCare Body Wash 250ml,Personal Care,39,368.26,South Zone,Cash
A-00533,2023-02-09,FreshWash Dish Soap 500ml,Home Care,41,675.1,South Zone,Cash
A-00534,2024-02-16,Sunrich Cooking Oil 1L,Edible Oils,3,441.22,South Zone,Card
A-00535,2024-02-28,CrunchTime Biscuits 200g,Snacks,41,537.13,East Zone,Cash
A-00536,2023-04-09,Sunrich Cooking Oil 5L,Edible Oils,49,876.91,South Zone,Card
A-00537,2024-01-26,CrunchTime Biscuits 200g,Snacks,21,130.98,North Zone,Cash
A-00538,2023-03-21,Sunrich Cooking Oil 5L,Edible Oils,33,523.0,North Zone,UPI
A-00539,2023-07-11,CrunchTime Biscuits 200g,Snacks,48,219.34,West Zone,Card
A-00540,2023-04-24,FreshWash Dish Soap 500ml,Home Care,43,408.98,North Zone,UPI
A-00541,2023-10-08,FreshWash Dish Soap 500ml,Home Care,7,117.21,East Zone,UPI
A-00542,2023-07-16,CrunchTime Chips 150g,Snacks,37,881.57,North Zone,Cash
A-00543,2024-06-16,PureBite Rice 5kg,Staples,50,554.94,West Zone,Credit
A-00544,2023-03-23,CrunchTime Chips 150g,Snacks,42,221.31,North Zone,Cash
A-00545,2024-03-17,PureBite Atta 5kg,Staples,9,770.98,North Zone,Card
A-00546,2023-11-04,GoldTea Premium 250g,Beverages,46,155.36,East Zone,Cash
A-00547,2024-04-29,SoftCare Body Wash 250ml,Personal Care,11,883.55,East Zone,UPI
A-00548,2024-01-01,CrunchTime Biscuits 200g,Snacks,2,333.01,East Zone,Cash
A-00549,2023-04-18,GoldTea Green Tea 100g,Beverages,6,497.53,North Zone,UPI
A-00550,2024-04-14,Sunrich Cooking Oil 5L,Edible Oils,35,144.8,South Zone,Card
A-00551,2024-02-22,CrunchTime Biscuits 200g,Snacks,16,846.63,North Zone,Card
A-00552,2023-05-02,Sunrich Cooking Oil 1L,Edible Oils,46,263.76,South Zone,Credit
A-00553,2023-09-12,PureBite Rice 5kg,Staples,19,687.69,East Zone,UPI
A-00554,2023-05-26,FreshWash Dish Soap 500ml,Home Care,42,263.19,North Zone,Cash
A-00555,2023-01-15,Sunrich Cooking Oil 5L,Edible Oils,47,97.54,North Zone,UPI
A-00556,2024-06-06,PureBite Rice 5kg,Staples,32,597.62,East Zone,Credit
A-00557,2023-06-27,GoldTea Premium 250g,Beverages,26,391.69,West Zone,Cash
A-00558,2023-08-20,GoldTea Green Tea 100g,Beverages,14,66.4,North Zone,Card
A-00559,2023-07-14,GoldTea Premium 250g,Beverages,40,48.43,North Zone,Cash
A-00560,2023-07-04,CrunchTime Chips 150g,Snacks,20,608.65,North Zone,Card
A-00561,2023-04-02,Sunrich Cooking Oil 1L,Edible Oils,25,258.39,South Zone,Cash
A-00562,2023-06-30,FreshWash Detergent Powder 1kg,Home Care,23,352.72,South Zone,UPI
A-00563,2023-04-25,GoldTea Green Tea 100g,Beverages,11,489.82,South Zone,Card
A-00564,2023-08-13,Sunrich Cooking Oil 1L,Edible Oils,15,597.81,West Zone,UPI
A-00565,2024-01-22,GoldTea Premium 250g,Beverages,1,83.49,East Zone,Card
A-00566,2024-05-18,SoftCare Body Wash 250ml,Personal Care,8,134.5,North Zone,Credit
A-00567,2023-03-04,FreshWash Detergent Powder 1kg,Home Care,15,406.21,North Zone,Card
A-00568,2023-02-28,SoftCare Body Wash 250ml,Personal Care,16,845.47,North Zone,Card
A-00569,2024-03-18,CrunchTime Chips 150g,Snacks,25,134.64,North Zone,Card
A-00570,2024-05-03,GoldTea Green Tea 100g,Beverages,14,127.29,East Zone,Credit
A-00571,2024-04-08,PureBite Rice 5kg,Staples,9,104.01,East Zone,Cash
A-00572,2024-05-01,GoldTea Green Tea 100g,Beverages,5,142.95,West Zone,UPI
A-00573,2024-04-26,PureBite Atta 5kg,Staples,33,816.29,North Zone,Card
A-00574,2024-02-01,FreshWash Detergent Powder 1kg,Home Care,42,353.46,East Zone,Cash
A-00575,2023-01-17,PureBite Atta 5kg,Staples,12,641.8,West Zone,Cash
A-00576,2023-07-16,GoldTea Premium 250g,Beverages,29,878.89,East Zone,UPI
A-00577,2023-01-13,SoftCare Shampoo 200ml,Personal Care,2,624.04,East Zone,Credit
A-00578,2023-08-06,CrunchTime Biscuits 200g,Snacks,48,463.21,South Zone,Card
A-00579,2023-11-26,SoftCare Body Wash 250ml,Personal Care,18,234.6,North Zone,Credit
A-00580,2023-06-15,PureBite Rice 5kg,Staples,2,528.98,South Zone,Cash
A-00581,2024-01-31,CrunchTime Chips 150g,Snacks,30,448.56,South Zone,UPI
A-00582,2024-06-18,SoftCare Shampoo 200ml,Personal Care,10,822.92,South Zone,UPI
A-00583,2024-04-08,FreshWash Dish Soap 500ml,Home Care,28,184.05,West Zone,UPI
A-00584,2024-02-22,FreshWash Detergent Powder 1kg,Home Care,48,271.28,North Zone,Cash
A-00585,2023-06-29,Sunrich Cooking Oil 1L,Edible Oils,19,100.66,South Zone,Credit
A-00586,2024-06-09,GoldTea Premium 250g,Beverages,43,601.94,North Zone,Credit
A-00587,2024-06-18,CrunchTime Chips 150g,Snacks,44,728.92,South Zone,Credit
A-00588,2023-09-19,CrunchTime Chips 150g,Snacks,25,196.11,South Zone,Credit
A-00589,2023-02-28,PureBite Atta 5kg,Staples,5,642.89,West Zone,Card
A-00590,2023-07-04,Sunrich Cooking Oil 1L,Edible Oils,29,448.8,West Zone,UPI
A-00591,2023-08-01,SoftCare Shampoo 200ml,Personal Care,6,863.8,West Zone,Credit
A-00592,2024-01-04,FreshWash Dish Soap 500ml,Home Care,24,672.33,West Zone,Credit
A-00593,2023-09-30,FreshWash Dish Soap 500ml,Home Care,41,224.85,North Zone,Cash
A-00594,2024-04-25,CrunchTime Chips 150g,Snacks,27,595.88,West Zone,UPI
A-00595,2023-06-29,PureBite Rice 5kg,Staples,49,416.01,West Zone,Cash
A-00596,2023-10-27,SoftCare Shampoo 200ml,Personal Care,24,140.74,South Zone,Card
A-00597,2023-11-05,FreshWash Dish Soap 500ml,Home Care,24,698.92,East Zone,Card
A-00598,2023-07-23,PureBite Atta 5kg,Staples,50,546.37,North Zone,Credit
A-00599,2023-03-29,Sunrich Cooking Oil 5L,Edible Oils,1,759.9,South Zone,Cash
A-00600,2023-04-27,PureBite Rice 5kg,Staples,16,56.61,North Zone,Cash
A-00601,2023-11-24,GoldTea Green Tea 100g,Beverages,5,489.2,East Zone,Credit
